Base_Location,TOC,Criticality,Location,Location_Type,Natural_Frequency,Data_Type,Option_1,Option_2,Option_3,Option_4,Option_5,min_value,max_value,Date,value
London North Western,x,x,London North Western,Route,Period,Temp_Speed_Restrictions,Track,Planned,Primary,x,x,3.0,97.0,2017-11-11,12.0
London North Western,x,x,London North Western,Route,Period,Temp_Speed_Restrictions,Track,Planned,Secondary,x,x,0.0,20.0,2017-11-11,0.0
London North Western,x,x,London North Western,Route,Period,Temp_Speed_Restrictions,Track,Unplanned,Primary,x,x,2.0,115.0,2017-11-11,46.0
London North Western,x,x,London North Western,Route,Period,Temp_Speed_Restrictions,Track,Unplanned,Secondary,x,x,0.0,15.0,2017-11-11,0.0
National,x,x,National,Route,Period,Temp_Speed_Restrictions,Earthworks,Planned,Primary,x,x,1.0,9.0,2017-11-11,4.0
National,x,x,National,Route,Period,Temp_Speed_Restrictions,Earthworks,Planned,Secondary,x,x,0.0,5.0,2017-11-11,0.0
National,x,x,National,Route,Period,Temp_Speed_Restrictions,Earthworks,Unplanned,Primary,x,x,1.0,29.0,2017-11-11,2.0
National,x,x,National,Route,Period,Temp_Speed_Restrictions,Earthworks,Unplanned,Secondary,x,x,0.0,16.0,2017-11-11,1.0
National,x,x,National,Route,Period,Temp_Speed_Restrictions,Gcc,Unplanned,Primary,x,x,0.0,14.0,2017-11-11,0.0
National,x,x,National,Route,Period,Temp_Speed_Restrictions,Gcc,Unplanned,Secondary,x,x,0.0,9.0,2017-11-11,0.0
National,x,x,National,Route,Period,Temp_Speed_Restrictions,Safety,Planned,Primary,x,x,3.0,62.0,2017-11-11,49.0
National,x,x,National,Route,Period,Temp_Speed_Restrictions,Safety,Planned,Secondary,x,x,0.0,18.0,2017-11-11,10.0
National,x,x,National,Route,Period,Temp_Speed_Restrictions,Safety,Unplanned,Primary,x,x,4.0,53.0,2017-11-11,14.0
National,x,x,National,Route,Period,Temp_Speed_Restrictions,Safety,Unplanned,Secondary,x,x,0.0,20.0,2017-11-11,0.0
National,x,x,National,Route,Period,Temp_Speed_Restrictions,Structures,Planned,Primary,x,x,0.0,17.0,2017-11-11,7.0
National,x,x,National,Route,Period,Temp_Speed_Restrictions,Structures,Planned,Secondary,x,x,0.0,10.0,2017-11-11,2.0
National,x,x,National,Route,Period,Temp_Speed_Restrictions,Structures,Unplanned,Primary,x,x,0.0,14.0,2017-11-11,1.0
National,x,x,National,Route,Period,Temp_Speed_Restrictions,Structures,Unplanned,Secondary,x,x,0.0,6.0,2017-11-11,4.0
National,x,x,National,Route,Period,Temp_Speed_Restrictions,Track,Planned,Primary,x,x,14.0,258.0,2017-11-11,39.0
National,x,x,National,Route,Period,Temp_Speed_Restrictions,Track,Planned,Secondary,x,x,4.0,54.0,2017-11-11,5.0
National,x,x,National,Route,Period,Temp_Speed_Restrictions,Track,Unplanned,Primary,x,x,38.0,224.0,2017-11-11,121.0
National,x,x,National,Route,Period,Temp_Speed_Restrictions,Track,Unplanned,Secondary,x,x,7.0,104.0,2017-11-11,59.0
Scotland,x,x,Scotland,Route,Period,Temp_Speed_Restrictions,Earthworks,Planned,Primary,x,x,0.0,5.0,2017-11-11,0.0
Scotland,x,x,Scotland,Route,Period,Temp_Speed_Restrictions,Earthworks,Planned,Secondary,x,x,0.0,2.0,2017-11-11,0.0
Scotland,x,x,Scotland,Route,Period,Temp_Speed_Restrictions,Earthworks,Unplanned,Primary,x,x,0.0,2.0,2017-11-11,0.0
Scotland,x,x,Scotland,Route,Period,Temp_Speed_Restrictions,Earthworks,Unplanned,Secondary,x,x,0.0,6.0,2017-11-11,0.0
Scotland,x,x,Scotland,Route,Period,Temp_Speed_Restrictions,Gcc,Unplanned,Primary,x,x,0.0,1.0,2017-11-11,0.0
Scotland,x,x,Scotland,Route,Period,Temp_Speed_Restrictions,Gcc,Unplanned,Secondary,x,x,0.0,1.0,2017-11-11,0.0
Scotland,x,x,Scotland,Route,Period,Temp_Speed_Restrictions,Safety,Planned,Primary,x,x,0.0,5.0,2017-11-11,0.0
Scotland,x,x,Scotland,Route,Period,Temp_Speed_Restrictions,Safety,Planned,Secondary,x,x,0.0,4.0,2017-11-11,0.0
Scotland,x,x,Scotland,Route,Period,Temp_Speed_Restrictions,Safety,Unplanned,Primary,x,x,0.0,8.0,2017-11-11,0.0
Scotland,x,x,Scotland,Route,Period,Temp_Speed_Restrictions,Safety,Unplanned,Secondary,x,x,0.0,3.0,2017-11-11,0.0
Scotland,x,x,Scotland,Route,Period,Temp_Speed_Restrictions,Structures,Planned,Primary,x,x,0.0,4.0,2017-11-11,0.0
Scotland,x,x,Scotland,Route,Period,Temp_Speed_Restrictions,Structures,Planned,Secondary,x,x,0.0,11.0,2017-11-11,0.0
Scotland,x,x,Scotland,Route,Period,Temp_Speed_Restrictions,Structures,Unplanned,Primary,x,x,0.0,4.0,2017-11-11,0.0
Scotland,x,x,Scotland,Route,Period,Temp_Speed_Restrictions,Structures,Unplanned,Secondary,x,x,0.0,4.0,2017-11-11,0.0
Scotland,x,x,Scotland,Route,Period,Temp_Speed_Restrictions,Track,Planned,Primary,x,x,0.0,16.0,2017-11-11,1.0
Scotland,x,x,Scotland,Route,Period,Temp_Speed_Restrictions,Track,Planned,Secondary,x,x,0.0,17.0,2017-11-11,1.0
Scotland,x,x,Scotland,Route,Period,Temp_Speed_Restrictions,Track,Unplanned,Primary,x,x,0.0,11.0,2017-11-11,1.0
Scotland,x,x,Scotland,Route,Period,Temp_Speed_Restrictions,Track,Unplanned,Secondary,x,x,0.0,19.0,2017-11-11,6.0
Sussex,x,x,Sussex,Route,Period,Temp_Speed_Restrictions,Earthworks,Planned,Primary,x,x,0.0,2.0,2017-11-11,0.0
Sussex,x,x,Sussex,Route,Period,Temp_Speed_Restrictions,Earthworks,Planned,Secondary,x,x,0.0,2.0,2017-11-11,0.0
Sussex,x,x,Sussex,Route,Period,Temp_Speed_Restrictions,Earthworks,Unplanned,Primary,x,x,0.0,4.0,2017-11-11,0.0
Sussex,x,x,Sussex,Route,Period,Temp_Speed_Restrictions,Earthworks,Unplanned,Secondary,x,x,0.0,4.0,2017-11-11,0.0
Sussex,x,x,Sussex,Route,Period,Temp_Speed_Restrictions,Gcc,Unplanned,Primary,x,x,0.0,1.0,2017-11-11,0.0
Sussex,x,x,Sussex,Route,Period,Temp_Speed_Restrictions,Gcc,Unplanned,Secondary,x,x,0.0,1.0,2017-11-11,0.0
Sussex,x,x,Sussex,Route,Period,Temp_Speed_Restrictions,Safety,Planned,Primary,x,x,0.0,6.0,2017-11-11,2.0
Sussex,x,x,Sussex,Route,Period,Temp_Speed_Restrictions,Safety,Planned,Secondary,x,x,0.0,2.0,2017-11-11,0.0
Sussex,x,x,Sussex,Route,Period,Temp_Speed_Restrictions,Safety,Unplanned,Primary,x,x,0.0,5.0,2017-11-11,0.0
Sussex,x,x,Sussex,Route,Period,Temp_Speed_Restrictions,Safety,Unplanned,Secondary,x,x,0.0,1.0,2017-11-11,0.0
Sussex,x,x,Sussex,Route,Period,Temp_Speed_Restrictions,Structures,Planned,Primary,x,x,0.0,2.0,2017-11-11,0.0
Sussex,x,x,Sussex,Route,Period,Temp_Speed_Restrictions,Structures,Planned,Secondary,x,x,0.0,1.0,2017-11-11,0.0
Sussex,x,x,Sussex,Route,Period,Temp_Speed_Restrictions,Structures,Unplanned,Primary,x,x,0.0,4.0,2017-11-11,0.0
Sussex,x,x,Sussex,Route,Period,Temp_Speed_Restrictions,Structures,Unplanned,Secondary,x,x,0.0,2.0,2017-11-11,2.0
Sussex,x,x,Sussex,Route,Period,Temp_Speed_Restrictions,Track,Planned,Primary,x,x,0.0,9.0,2017-11-11,2.0
Sussex,x,x,Sussex,Route,Period,Temp_Speed_Restrictions,Track,Planned,Secondary,x,x,0.0,3.0,2017-11-11,2.0
Sussex,x,x,Sussex,Route,Period,Temp_Speed_Restrictions,Track,Unplanned,Primary,x,x,0.0,21.0,2017-11-11,9.0
Sussex,x,x,Sussex,Route,Period,Temp_Speed_Restrictions,Track,Unplanned,Secondary,x,x,0.0,10.0,2017-11-11,5.0
Wales,x,x,Wales,Route,Period,Temp_Speed_Restrictions,Earthworks,Planned,Primary,x,x,0.0,3.0,2017-11-11,0.0
Wales,x,x,Wales,Route,Period,Temp_Speed_Restrictions,Earthworks,Planned,Secondary,x,x,0.0,1.0,2017-11-11,0.0
Wales,x,x,Wales,Route,Period,Temp_Speed_Restrictions,Earthworks,Unplanned,Primary,x,x,0.0,4.0,2017-11-11,0.0
Wales,x,x,Wales,Route,Period,Temp_Speed_Restrictions,Earthworks,Unplanned,Secondary,x,x,0.0,4.0,2017-11-11,0.0
Wales,x,x,Wales,Route,Period,Temp_Speed_Restrictions,Gcc,Unplanned,Primary,x,x,0.0,1.0,2017-11-11,0.0
Wales,x,x,Wales,Route,Period,Temp_Speed_Restrictions,Gcc,Unplanned,Secondary,x,x,0.0,1.0,2017-11-11,0.0
Wales,x,x,Wales,Route,Period,Temp_Speed_Restrictions,Safety,Planned,Primary,x,x,0.0,16.0,2017-11-11,9.0
Wales,x,x,Wales,Route,Period,Temp_Speed_Restrictions,Safety,Planned,Secondary,x,x,0.0,4.0,2017-11-11,0.0
Wales,x,x,Wales,Route,Period,Temp_Speed_Restrictions,Safety,Unplanned,Primary,x,x,0.0,18.0,2017-11-11,7.0
Wales,x,x,Wales,Route,Period,Temp_Speed_Restrictions,Safety,Unplanned,Secondary,x,x,0.0,15.0,2017-11-11,0.0
Wales,x,x,Wales,Route,Period,Temp_Speed_Restrictions,Structures,Planned,Primary,x,x,0.0,3.0,2017-11-11,0.0
Wales,x,x,Wales,Route,Period,Temp_Speed_Restrictions,Structures,Planned,Secondary,x,x,0.0,3.0,2017-11-11,0.0
Wales,x,x,Wales,Route,Period,Temp_Speed_Restrictions,Structures,Unplanned,Primary,x,x,0.0,5.0,2017-11-11,1.0
Wales,x,x,Wales,Route,Period,Temp_Speed_Restrictions,Structures,Unplanned,Secondary,x,x,0.0,3.0,2017-11-11,0.0
Wales,x,x,Wales,Route,Period,Temp_Speed_Restrictions,Track,Planned,Primary,x,x,0.0,13.0,2017-11-11,1.0
Wales,x,x,Wales,Route,Period,Temp_Speed_Restrictions,Track,Planned,Secondary,x,x,0.0,4.0,2017-11-11,0.0
Wales,x,x,Wales,Route,Period,Temp_Speed_Restrictions,Track,Unplanned,Primary,x,x,0.0,18.0,2017-11-11,3.0
Wales,x,x,Wales,Route,Period,Temp_Speed_Restrictions,Track,Unplanned,Secondary,x,x,0.0,15.0,2017-11-11,1.0
Wessex,x,x,Wessex,Route,Period,Temp_Speed_Restrictions,Earthworks,Planned,Primary,x,x,0.0,2.0,2017-11-11,0.0
Wessex,x,x,Wessex,Route,Period,Temp_Speed_Restrictions,Earthworks,Planned,Secondary,x,x,0.0,1.0,2017-11-11,0.0
Wessex,x,x,Wessex,Route,Period,Temp_Speed_Restrictions,Earthworks,Unplanned,Primary,x,x,0.0,4.0,2017-11-11,0.0
Wessex,x,x,Wessex,Route,Period,Temp_Speed_Restrictions,Earthworks,Unplanned,Secondary,x,x,0.0,5.0,2017-11-11,0.0
Wessex,x,x,Wessex,Route,Period,Temp_Speed_Restrictions,Gcc,Unplanned,Primary,x,x,0.0,2.0,2017-11-11,0.0
Wessex,x,x,Wessex,Route,Period,Temp_Speed_Restrictions,Gcc,Unplanned,Secondary,x,x,0.0,1.0,2017-11-11,0.0
Wessex,x,x,Wessex,Route,Period,Temp_Speed_Restrictions,Safety,Planned,Primary,x,x,0.0,6.0,2017-11-11,0.0
Wessex,x,x,Wessex,Route,Period,Temp_Speed_Restrictions,Safety,Planned,Secondary,x,x,0.0,8.0,2017-11-11,5.0
Wessex,x,x,Wessex,Route,Period,Temp_Speed_Restrictions,Safety,Unplanned,Primary,x,x,0.0,6.0,2017-11-11,0.0
Wessex,x,x,Wessex,Route,Period,Temp_Speed_Restrictions,Safety,Unplanned,Secondary,x,x,0.0,3.0,2017-11-11,0.0
Wessex,x,x,Wessex,Route,Period,Temp_Speed_Restrictions,Structures,Planned,Primary,x,x,0.0,2.0,2017-11-11,0.0
Wessex,x,x,Wessex,Route,Period,Temp_Speed_Restrictions,Structures,Planned,Secondary,x,x,0.0,2.0,2017-11-11,0.0
Wessex,x,x,Wessex,Route,Period,Temp_Speed_Restrictions,Structures,Unplanned,Primary,x,x,0.0,4.0,2017-11-11,0.0
Wessex,x,x,Wessex,Route,Period,Temp_Speed_Restrictions,Structures,Unplanned,Secondary,x,x,0.0,4.0,2017-11-11,1.0
Wessex,x,x,Wessex,Route,Period,Temp_Speed_Restrictions,Track,Planned,Primary,x,x,0.0,15.0,2017-11-11,0.0
Wessex,x,x,Wessex,Route,Period,Temp_Speed_Restrictions,Track,Planned,Secondary,x,x,0.0,7.0,2017-11-11,1.0
Wessex,x,x,Wessex,Route,Period,Temp_Speed_Restrictions,Track,Unplanned,Primary,x,x,0.0,26.0,2017-11-11,2.0
Wessex,x,x,Wessex,Route,Period,Temp_Speed_Restrictions,Track,Unplanned,Secondary,x,x,0.0,53.0,2017-11-11,26.0
Western,x,x,Western,Route,Period,Temp_Speed_Restrictions,Earthworks,Planned,Primary,x,x,0.0,7.0,2017-11-11,0.0
Western,x,x,Western,Route,Period,Temp_Speed_Restrictions,Earthworks,Planned,Secondary,x,x,0.0,5.0,2017-11-11,0.0
Western,x,x,Western,Route,Period,Temp_Speed_Restrictions,Earthworks,Unplanned,Primary,x,x,0.0,10.0,2017-11-11,0.0
Western,x,x,Western,Route,Period,Temp_Speed_Restrictions,Earthworks,Unplanned,Secondary,x,x,0.0,8.0,2017-11-11,0.0
Western,x,x,Western,Route,Period,Temp_Speed_Restrictions,Gcc,Unplanned,Primary,x,x,0.0,1.0,2017-11-11,0.0
Western,x,x,Western,Route,Period,Temp_Speed_Restrictions,Gcc,Unplanned,Secondary,x,x,0.0,1.0,2017-11-11,0.0
Western,x,x,Western,Route,Period,Temp_Speed_Restrictions,Safety,Planned,Primary,x,x,0.0,7.0,2017-11-11,0.0
Western,x,x,Western,Route,Period,Temp_Speed_Restrictions,Safety,Planned,Secondary,x,x,0.0,2.0,2017-11-11,0.0
Western,x,x,Western,Route,Period,Temp_Speed_Restrictions,Safety,Unplanned,Primary,x,x,0.0,12.0,2017-11-11,0.0
Western,x,x,Western,Route,Period,Temp_Speed_Restrictions,Safety,Unplanned,Secondary,x,x,0.0,5.0,2017-11-11,0.0
Western,x,x,Western,Route,Period,Temp_Speed_Restrictions,Structures,Planned,Primary,x,x,0.0,4.0,2017-11-11,1.0
Western,x,x,Western,Route,Period,Temp_Speed_Restrictions,Structures,Planned,Secondary,x,x,0.0,1.0,2017-11-11,0.0
Western,x,x,Western,Route,Period,Temp_Speed_Restrictions,Structures,Unplanned,Primary,x,x,0.0,2.0,2017-11-11,0.0
Western,x,x,Western,Route,Period,Temp_Speed_Restrictions,Structures,Unplanned,Secondary,x,x,0.0,2.0,2017-11-11,0.0
Western,x,x,Western,Route,Period,Temp_Speed_Restrictions,Track,Planned,Primary,x,x,0.0,43.0,2017-11-11,3.0
Western,x,x,Western,Route,Period,Temp_Speed_Restrictions,Track,Planned,Secondary,x,x,0.0,9.0,2017-11-11,1.0
Western,x,x,Western,Route,Period,Temp_Speed_Restrictions,Track,Unplanned,Primary,x,x,0.0,21.0,2017-11-11,8.0
Western,x,x,Western,Route,Period,Temp_Speed_Restrictions,Track,Unplanned,Secondary,x,x,0.0,16.0,2017-11-11,10.0
Anglia,x,x,Anglia,Route,Period,Temp_Speed_Restrictions,Earthworks,Planned,Primary,x,x,0.0,4.0,2017-12-09,0.0
Anglia,x,x,Anglia,Route,Period,Temp_Speed_Restrictions,Earthworks,Planned,Secondary,x,x,0.0,2.0,2017-12-09,0.0
Anglia,x,x,Anglia,Route,Period,Temp_Speed_Restrictions,Earthworks,Unplanned,Primary,x,x,0.0,7.0,2017-12-09,0.0
Anglia,x,x,Anglia,Route,Period,Temp_Speed_Restrictions,Earthworks,Unplanned,Secondary,x,x,0.0,2.0,2017-12-09,0.0
Anglia,x,x,Anglia,Route,Period,Temp_Speed_Restrictions,Gcc,Unplanned,Primary,x,x,0.0,1.0,2017-12-09,0.0
Anglia,x,x,Anglia,Route,Period,Temp_Speed_Restrictions,Gcc,Unplanned,Secondary,x,x,0.0,1.0,2017-12-09,0.0
Anglia,x,x,Anglia,Route,Period,Temp_Speed_Restrictions,Safety,Planned,Primary,x,x,0.0,17.0,2017-12-09,8.0
Anglia,x,x,Anglia,Route,Period,Temp_Speed_Restrictions,Safety,Planned,Secondary,x,x,0.0,9.0,2017-12-09,4.0
Anglia,x,x,Anglia,Route,Period,Temp_Speed_Restrictions,Safety,Unplanned,Primary,x,x,0.0,18.0,2017-12-09,0.0
Anglia,x,x,Anglia,Route,Period,Temp_Speed_Restrictions,Safety,Unplanned,Secondary,x,x,0.0,7.0,2017-12-09,0.0
Anglia,x,x,Anglia,Route,Period,Temp_Speed_Restrictions,Structures,Planned,Primary,x,x,0.0,2.0,2017-12-09,0.0
Anglia,x,x,Anglia,Route,Period,Temp_Speed_Restrictions,Structures,Planned,Secondary,x,x,0.0,2.0,2017-12-09,0.0
Anglia,x,x,Anglia,Route,Period,Temp_Speed_Restrictions,Structures,Unplanned,Primary,x,x,0.0,4.0,2017-12-09,0.0
Anglia,x,x,Anglia,Route,Period,Temp_Speed_Restrictions,Structures,Unplanned,Secondary,x,x,0.0,2.0,2017-12-09,0.0
Anglia,x,x,Anglia,Route,Period,Temp_Speed_Restrictions,Track,Planned,Primary,x,x,0.0,17.0,2017-12-09,2.0
Anglia,x,x,Anglia,Route,Period,Temp_Speed_Restrictions,Track,Planned,Secondary,x,x,0.0,8.0,2017-12-09,0.0
Anglia,x,x,Anglia,Route,Period,Temp_Speed_Restrictions,Track,Unplanned,Primary,x,x,0.0,48.0,2017-12-09,10.0
Anglia,x,x,Anglia,Route,Period,Temp_Speed_Restrictions,Track,Unplanned,Secondary,x,x,0.0,26.0,2017-12-09,2.0
East Midlands,x,x,East Midlands,Route,Period,Temp_Speed_Restrictions,Earthworks,Planned,Primary,x,x,0.0,1.0,2017-12-09,0.0
East Midlands,x,x,East Midlands,Route,Period,Temp_Speed_Restrictions,Earthworks,Planned,Secondary,x,x,0.0,1.0,2017-12-09,0.0
East Midlands,x,x,East Midlands,Route,Period,Temp_Speed_Restrictions,Earthworks,Unplanned,Primary,x,x,0.0,4.0,2017-12-09,0.0
East Midlands,x,x,East Midlands,Route,Period,Temp_Speed_Restrictions,Earthworks,Unplanned,Secondary,x,x,0.0,2.0,2017-12-09,0.0
East Midlands,x,x,East Midlands,Route,Period,Temp_Speed_Restrictions,Gcc,Unplanned,Primary,x,x,0.0,1.0,2017-12-09,0.0
East Midlands,x,x,East Midlands,Route,Period,Temp_Speed_Restrictions,Gcc,Unplanned,Secondary,x,x,0.0,1.0,2017-12-09,0.0
East Midlands,x,x,East Midlands,Route,Period,Temp_Speed_Restrictions,Safety,Planned,Primary,x,x,0.0,6.0,2017-12-09,1.0
East Midlands,x,x,East Midlands,Route,Period,Temp_Speed_Restrictions,Safety,Planned,Secondary,x,x,0.0,3.0,2017-12-09,0.0
East Midlands,x,x,East Midlands,Route,Period,Temp_Speed_Restrictions,Safety,Unplanned,Primary,x,x,0.0,4.0,2017-12-09,0.0
East Midlands,x,x,East Midlands,Route,Period,Temp_Speed_Restrictions,Safety,Unplanned,Secondary,x,x,0.0,3.0,2017-12-09,0.0
East Midlands,x,x,East Midlands,Route,Period,Temp_Speed_Restrictions,Structures,Planned,Primary,x,x,0.0,4.0,2017-12-09,2.0
East Midlands,x,x,East Midlands,Route,Period,Temp_Speed_Restrictions,Structures,Planned,Secondary,x,x,0.0,2.0,2017-12-09,0.0
East Midlands,x,x,East Midlands,Route,Period,Temp_Speed_Restrictions,Structures,Unplanned,Primary,x,x,0.0,2.0,2017-12-09,0.0
East Midlands,x,x,East Midlands,Route,Period,Temp_Speed_Restrictions,Structures,Unplanned,Secondary,x,x,0.0,1.0,2017-12-09,0.0
East Midlands,x,x,East Midlands,Route,Period,Temp_Speed_Restrictions,Track,Planned,Primary,x,x,0.0,34.0,2017-12-09,3.0
East Midlands,x,x,East Midlands,Route,Period,Temp_Speed_Restrictions,Track,Planned,Secondary,x,x,0.0,7.0,2017-12-09,0.0
East Midlands,x,x,East Midlands,Route,Period,Temp_Speed_Restrictions,Track,Unplanned,Primary,x,x,0.0,20.0,2017-12-09,6.0
East Midlands,x,x,East Midlands,Route,Period,Temp_Speed_Restrictions,Track,Unplanned,Secondary,x,x,0.0,6.0,2017-12-09,0.0
Kent,x,x,Kent,Route,Period,Temp_Speed_Restrictions,Earthworks,Planned,Primary,x,x,0.0,3.0,2017-12-09,2.0
Kent,x,x,Kent,Route,Period,Temp_Speed_Restrictions,Earthworks,Planned,Secondary,x,x,0.0,3.0,2017-12-09,0.0
Kent,x,x,Kent,Route,Period,Temp_Speed_Restrictions,Earthworks,Unplanned,Primary,x,x,0.0,18.0,2017-12-09,0.0
Kent,x,x,Kent,Route,Period,Temp_Speed_Restrictions,Earthworks,Unplanned,Secondary,x,x,0.0,6.0,2017-12-09,1.0
Kent,x,x,Kent,Route,Period,Temp_Speed_Restrictions,Gcc,Unplanned,Primary,x,x,0.0,1.0,2017-12-09,0.0
Kent,x,x,Kent,Route,Period,Temp_Speed_Restrictions,Gcc,Unplanned,Secondary,x,x,0.0,1.0,2017-12-09,0.0
Kent,x,x,Kent,Route,Period,Temp_Speed_Restrictions,Safety,Planned,Primary,x,x,0.0,5.0,2017-12-09,2.0
Kent,x,x,Kent,Route,Period,Temp_Speed_Restrictions,Safety,Planned,Secondary,x,x,0.0,2.0,2017-12-09,1.0
Kent,x,x,Kent,Route,Period,Temp_Speed_Restrictions,Safety,Unplanned,Primary,x,x,0.0,4.0,2017-12-09,0.0
Kent,x,x,Kent,Route,Period,Temp_Speed_Restrictions,Safety,Unplanned,Secondary,x,x,0.0,4.0,2017-12-09,0.0
Kent,x,x,Kent,Route,Period,Temp_Speed_Restrictions,Structures,Planned,Primary,x,x,0.0,6.0,2017-12-09,0.0
Kent,x,x,Kent,Route,Period,Temp_Speed_Restrictions,Structures,Planned,Secondary,x,x,0.0,7.0,2017-12-09,2.0
Kent,x,x,Kent,Route,Period,Temp_Speed_Restrictions,Structures,Unplanned,Primary,x,x,0.0,6.0,2017-12-09,0.0
Kent,x,x,Kent,Route,Period,Temp_Speed_Restrictions,Structures,Unplanned,Secondary,x,x,0.0,2.0,2017-12-09,1.0
Kent,x,x,Kent,Route,Period,Temp_Speed_Restrictions,Track,Planned,Primary,x,x,0.0,10.0,2017-12-09,5.0
Kent,x,x,Kent,Route,Period,Temp_Speed_Restrictions,Track,Planned,Secondary,x,x,0.0,3.0,2017-12-09,0.0
Kent,x,x,Kent,Route,Period,Temp_Speed_Restrictions,Track,Unplanned,Primary,x,x,0.0,41.0,2017-12-09,7.0
Kent,x,x,Kent,Route,Period,Temp_Speed_Restrictions,Track,Unplanned,Secondary,x,x,0.0,19.0,2017-12-09,6.0
London North Eastern,x,x,London North Eastern,Route,Period,Temp_Speed_Restrictions,Earthworks,Planned,Primary,x,x,0.0,5.0,2017-12-09,1.0
London North Eastern,x,x,London North Eastern,Route,Period,Temp_Speed_Restrictions,Earthworks,Planned,Secondary,x,x,0.0,2.0,2017-12-09,0.0
London North Eastern,x,x,London North Eastern,Route,Period,Temp_Speed_Restrictions,Earthworks,Unplanned,Primary,x,x,0.0,6.0,2017-12-09,2.0
London North Eastern,x,x,London North Eastern,Route,Period,Temp_Speed_Restrictions,Earthworks,Unplanned,Secondary,x,x,0.0,1.0,2017-12-09,0.0
London North Eastern,x,x,London North Eastern,Route,Period,Temp_Speed_Restrictions,Gcc,Unplanned,Primary,x,x,0.0,9.0,2017-12-09,0.0
London North Eastern,x,x,London North Eastern,Route,Period,Temp_Speed_Restrictions,Gcc,Unplanned,Secondary,x,x,0.0,9.0,2017-12-09,0.0
London North Eastern,x,x,London North Eastern,Route,Period,Temp_Speed_Restrictions,Safety,Planned,Primary,x,x,0.0,12.0,2017-12-09,7.0
London North Eastern,x,x,London North Eastern,Route,Period,Temp_Speed_Restrictions,Safety,Planned,Secondary,x,x,0.0,5.0,2017-12-09,0.0
London North Eastern,x,x,London North Eastern,Route,Period,Temp_Speed_Restrictions,Safety,Unplanned,Primary,x,x,0.0,15.0,2017-12-09,1.0
London North Eastern,x,x,London North Eastern,Route,Period,Temp_Speed_Restrictions,Safety,Unplanned,Secondary,x,x,0.0,3.0,2017-12-09,0.0
London North Eastern,x,x,London North Eastern,Route,Period,Temp_Speed_Restrictions,Structures,Planned,Primary,x,x,0.0,7.0,2017-12-09,0.0
London North Eastern,x,x,London North Eastern,Route,Period,Temp_Speed_Restrictions,Structures,Planned,Secondary,x,x,0.0,2.0,2017-12-09,0.0
London North Eastern,x,x,London North Eastern,Route,Period,Temp_Speed_Restrictions,Structures,Unplanned,Primary,x,x,0.0,8.0,2017-12-09,0.0
London North Eastern,x,x,London North Eastern,Route,Period,Temp_Speed_Restrictions,Structures,Unplanned,Secondary,x,x,0.0,1.0,2017-12-09,0.0
London North Eastern,x,x,London North Eastern,Route,Period,Temp_Speed_Restrictions,Track,Planned,Primary,x,x,1.0,119.0,2017-12-09,10.0
London North Eastern,x,x,London North Eastern,Route,Period,Temp_Speed_Restrictions,Track,Planned,Secondary,x,x,0.0,23.0,2017-12-09,0.0
London North Eastern,x,x,London North Eastern,Route,Period,Temp_Speed_Restrictions,Track,Unplanned,Primary,x,x,0.0,55.0,2017-12-09,21.0
London North Eastern,x,x,London North Eastern,Route,Period,Temp_Speed_Restrictions,Track,Unplanned,Secondary,x,x,0.0,19.0,2017-12-09,0.0
London North Western,x,x,London North Western,Route,Period,Temp_Speed_Restrictions,Earthworks,Planned,Primary,x,x,0.0,4.0,2017-12-09,0.0
London North Western,x,x,London North Western,Route,Period,Temp_Speed_Restrictions,Earthworks,Planned,Secondary,x,x,0.0,2.0,2017-12-09,0.0
London North Western,x,x,London North Western,Route,Period,Temp_Speed_Restrictions,Earthworks,Unplanned,Primary,x,x,0.0,14.0,2017-12-09,2.0
London North Western,x,x,London North Western,Route,Period,Temp_Speed_Restrictions,Earthworks,Unplanned,Secondary,x,x,0.0,2.0,2017-12-09,0.0
London North Western,x,x,London North Western,Route,Period,Temp_Speed_Restrictions,Gcc,Unplanned,Primary,x,x,0.0,8.0,2017-12-09,0.0
London North Western,x,x,London North Western,Route,Period,Temp_Speed_Restrictions,Gcc,Unplanned,Secondary,x,x,0.0,2.0,2017-12-09,0.0
London North Western,x,x,London North Western,Route,Period,Temp_Speed_Restrictions,Safety,Planned,Primary,x,x,0.0,31.0,2017-12-09,19.0
London North Western,x,x,London North Western,Route,Period,Temp_Speed_Restrictions,Safety,Planned,Secondary,x,x,0.0,6.0,2017-12-09,0.0
London North Western,x,x,London North Western,Route,Period,Temp_Speed_Restrictions,Safety,Unplanned,Primary,x,x,0.0,23.0,2017-12-09,4.0
London North Western,x,x,London North Western,Route,Period,Temp_Speed_Restrictions,Safety,Unplanned,Secondary,x,x,0.0,4.0,2017-12-09,0.0
London North Western,x,x,London North Western,Route,Period,Temp_Speed_Restrictions,Structures,Planned,Primary,x,x,0.0,10.0,2017-12-09,2.0
London North Western,x,x,London North Western,Route,Period,Temp_Speed_Restrictions,Structures,Planned,Secondary,x,x,0.0,2.0,2017-12-09,0.0
London North Western,x,x,London North Western,Route,Period,Temp_Speed_Restrictions,Structures,Unplanned,Primary,x,x,0.0,5.0,2017-12-09,0.0
London North Western,x,x,London North Western,Route,Period,Temp_Speed_Restrictions,Structures,Unplanned,Secondary,x,x,0.0,1.0,2017-12-09,0.0
